title,author,isbn,category,totalCopies,availableCopies,publishedYear
A Man of the People,Chinua Achebe,0385086164,Fiction,100,100,1966
Saint Thomas of Aquinas,Gilbert Keith Chesterton,0385090021,Religion,100,100,1956
The Birth of Tragedy and The Genealogy of Morals,Friedrich Wilhelm Nietzsche,0385092105,Philosophy,100,100,1956
Plagues and peoples,William Hardy McNeill,0385121229,History,100,100,1998
Night Shift,Stephen King,0385129912,Fiction,100,100,1978
The Complete Fairy Tales and Stories,"Andersen, H. C. (Hans Christian)",0385189516,Fiction,100,100,1983
The King's buccaneer,Raymond E. Feist,0385236255,Fiction,100,100,1992
Trials of Tears,John Ehle,0385239548,History,100,100,1989
Lost in the Funhouse,John Barth,0385240872,Fiction,100,100,1988
The Beginning and the End,Naguib Mahfouz;Najīb Maḥfūẓ,0385264585,Fiction,100,100,1989
Children of the Alley,Najīb Maḥfūẓ,0385264739,Fiction,100,100,1996
The Book of Ruth,Jane Hamilton,0385265700,Fiction,100,100,1990
Dragonfly in Amber,Diana Gabaldon,0385302312,Fiction,100,100,1992
Rain of Gold,Victor Villaseñor,038531177X,Biography & Autobiography,100,100,1992
The Last Lion,William Manchester,0385313489,Biography & Autobiography,100,100,1984
Shakespeare A to Z,Charles Boyce;David Allen White,0385313616,Drama,100,100,1991
The Sixteen Pleasures,Robert Hellenga,0385314698,Fiction,100,100,1995
A Day in the Life,Mark Hertsgaard,0385315171,Music,100,100,1996
Running from Safety,Richard Bach,0385315287,Biography & Autobiography,100,100,1995
Follow Your Heart,Susanna Tamaro,0385316577,Fiction,100,100,1995
There's No Such Place as Far Away,Richard Bach,0385319274,Fiction,100,100,1998
Brian's Winter,Gary Paulsen,0385321988,Juvenile Fiction,100,100,1996
The Outlandish Companion,Diana Gabaldon,0385324138,Literary Criticism,100,100,1999
Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder;Stephen W. Hines;Richard Hull,0385325339,American poetry,100,100,1998
Black and Blue,Anna Quindlen,0385333137,Fiction,100,100,2000
"God Bless You, Mr. Rosewater",Kurt Vonnegut,0385333471,Fiction,100,100,1998
Welcome to the Monkey House,Kurt Vonnegut,0385333501,Fiction,100,100,1968
Bluebeard,Kurt Vonnegut,038533351X,Fiction,100,100,1998
King Rat,James Clavell,0385333765,Fiction,100,100,1999
Player Piano,Kurt Vonnegut,0385333781,Fiction,100,100,1999
"Wampeters, Foma & Granfalloons (opinions)",Kurt Vonnegut,0385333811,Fiction,100,100,2006
Galapagos: A Novel,Kurt Vonnegut,0385333870,Fiction,100,100,1999
Jailbird,Kurt Vonnegut,0385333900,Fiction,100,100,1999
Deadeye Dick,Kurt Vonnegut,0385334176,Fiction,100,100,1999
Slapstick,Kurt Vonnegut,0385334230,Fiction,100,100,1999
Palm Sunday,Kurt Vonnegut,0385334265,Biography & Autobiography,100,100,1999
The Naked Ape,Desmond Morris,0385334303,Science,100,100,1999
Aches & Pains,Maeve Binchy,0385335105,Humor,100,100,2000
The Midwife's Tale,Gretchen Moran Laskas,0385335547,Fiction,100,100,2004
Kissing in Manhattan,David Schickler,0385335679,Fiction,100,100,2002
Dragonfly in Amber,Diana Gabaldon,0385335970,Fiction,100,100,2001
Voyager,Diana Gabaldon,0385335997,Fiction,100,100,2001
Intuition,Allegra Goodman,0385336101,Fiction,100,100,2007
The Cloud Atlas,Liam Callanan,0385336950,Fiction,100,100,2004
Coming of Age in Mississippi,Anne Moody,0385337817,Biography & Autobiography,100,100,1968
A Painted House,John Grisham,0385337930,Fiction,100,100,2004
Lucifer's Shadow,David Hewson,0385338058,Fiction,100,100,2005
The Client,John Grisham,0385339089,Fiction,100,100,2005
The Street Lawyer,John Grisham,0385339097,Fiction,100,100,2005
The Summons,John Grisham,0385339593,Fiction,100,100,2005
The Rainmaker,John Grisham,0385339607,Fiction,100,100,2005
The King of Torts,John Grisham,0385339658,Fiction,100,100,2005
The Chamber,John Grisham,0385339666,Fiction,100,100,2005
The Brethren,John Grisham,0385339674,Fiction,100,100,2005
The Runaway Jury,John Grisham,0385339690,Fiction,100,100,2006
The Pelican Brief,John Grisham,0385339704,Fiction,100,100,2006
A Breath of Snow and Ashes,Diana Gabaldon,0385340397,Fiction,100,100,2006
The Golden Tulip,Rosalind Laker,0385415605,Fiction,100,100,1991
The Art of Alfred Hitchcock,"Donald Spoto;Donald Spoto, M.A., Ph.D.",0385418132,Performing Arts,100,100,1992
How the Irish Saved Civilization,Thomas Cahill,0385418493,History,100,100,1996
The Power of Myth,Joseph Campbell,0385418868,Philosophy,100,100,1991
The Art of the Personal Essay,Phillip Lopate,038542339X,Literary Collections,100,100,1995
On the Origins of War and the Preservation of Peace,Donald Kagan,0385423756,History,100,100,1996
Texas! Trilogy,Sandra Brown,0385424701,Fiction,100,100,1992
History of Philosophy,Frederick Charles Copleston,0385468431,Philosophy,100,100,1993
Obasan,Joy Kogawa,0385468865,Fiction,100,100,1994
A history of philosophy,Frederick Charles Copleston,0385470452,Philosophy,100,100,1965
History of Philosophy,Frederick Charles Copleston,0385470460,Philosophy,100,100,1994
Like Water for Chocolate,Laura Esquivel,0385474016,Fiction,100,100,1994
Youth in Revolt,C. D. Payne,0385481969,Fiction,100,100,1996
Marie Antoinette,Antonia Fraser,0385489498,Biography & Autobiography,100,100,2001
Sister of My Heart,Chitra Banerjee Divakaruni,038548951X,Fiction,100,100,2000
What are the 7 Wonders of the World?,Peter D'Epiro;Mary Desmond Pinkowish,0385490623,Reference,100,100,1998
The Handmaid's Tale,Margaret Atwood,038549081X,Fiction,100,100,1998
The Robber Bride,Margaret Atwood,0385491034,Fiction,100,100,1998
Surfacing,Margaret Atwood,0385491050,Fiction,100,100,1998
Lady Oracle,Margaret Atwood,0385491085,Fiction,100,100,1998
The Girl in the Flammable Skirt,Aimee Bender,0385492162,Fiction,100,100,1999
An Invisible Sign of My Own,Aimee Bender,0385492243,Fiction,100,100,2001
Fermat's Enigma,Simon Singh,0385493622,Mathematics,100,100,1997
Into Thin Air,Jon Krakauer,0385494785,Biography & Autobiography,100,100,1999
The Mating Mind,Geoffrey Miller,038549517X,Psychology,100,100,2000
The Hot Zone,Richard Preston,0385495226,Health & Fitness,100,100,1994
The Code Book,Simon Singh,0385495323,History,100,100,2000
Sailing the Wine-Dark Sea,Thomas Cahill,0385495544,History,100,100,2004
Traveling Mercies,Anne Lamott,0385496095,Biography & Autobiography,100,100,2000
Thumbsucker,Walter Kirn,0385497091,Fiction,100,100,1999
Waterfront,Phillip Lopate,0385497148,Literary Collections,100,100,2005
D. B.,Elwood Reid,0385497393,Fiction,100,100,2005
Moral Disorder,Margaret Atwood,0385503849,Fiction,100,100,2006
The Da Vinci Code,Dan Brown,0385504217,Fiction,100,100,2003
The Diary of Anne Frank,Anne Frank,0385508476,History,100,100,2003
House of Leaves,Mark Z. Danielewski,038560310X,Experimental fiction,100,100,2000
Walk about,Bill Bryson,0385604831,Travel,100,100,2002
The French Kitchen,Joanne Harris;Fran Warde,0385607016,"Cooking, French",100,100,2003
Where's My Cow?,Terry Pratchett,038560937X,Children's stories,100,100,2005
A Map of the World,Jane Hamilton,0385720106,Fiction,100,100,1995
Willful Creatures,Aimee Bender,0385720971,Fiction,100,100,2006
The Complete Fiction of Nella Larsen,Nella Larsen,0385721005,Fiction,100,100,2001
Good Faith,Jane Smiley,0385721056,Fiction,100,100,2004
Oryx and Crake,Margaret Atwood,0385721676,Fiction,100,100,2004
Atonement,Ian McEwan,038572179X,Fiction,100,100,2003
The Age of Grief,Jane Smiley,0385721870,Fiction,100,100,2002
Man Walks Into a Room,Nicole Krauss,0385721919,Fiction,100,100,2003
In the Beginning,Alister E. McGrath,0385722168,Religion,100,100,2002
Ella Minnow Pea,Mark Dunn,0385722435,Fiction,100,100,2001
Forever in Blue,Ann Brashares,0385729367,Juvenile Fiction,100,100,2007
The Second Summer of the Sisterhood,Ann Brashares,0385731051,Juvenile Fiction,100,100,2004
Frogs and French Kisses,Sarah Mlynowski,0385731825,Juvenile Fiction,100,100,2006
Bras & Broomsticks,Sarah Mlynowski,0385731841,Juvenile Fiction,100,100,2005
Cuba 15,Nancy Osa,0385732333,Juvenile Fiction,100,100,2005
Messenger,Lois Lowry,0385732538,Juvenile Fiction,100,100,2004
The Giver,Lois Lowry,0385732554,Juvenile Fiction,100,100,2006
Gathering Blue,Lois Lowry,0385732562,Juvenile Fiction,100,100,2006
Code Orange,Caroline B. Cooney,0385732597,Juvenile Fiction,100,100,2005
King Dork,Frank Portman,0385732910,Juvenile Fiction,100,100,2006
Anatomy of a Boyfriend,Daria Snadowsky,0385733208,Juvenile Fiction,100,100,2007
Spells and Sleeping Bags,Sarah Mlynowski,0385733879,Juvenile Fiction,100,100,2007
BFF,Judy Blume,0385734077,Juvenile Fiction,100,100,2007
Leaps of Faith,Nicholas Humphrey,0387987207,Medical,100,100,1999
The Echo of Greece,Edith Hamilton,0393002314,History,100,100,1957
What Einstein Told His Cook,Robert L. Wolke;Marlene Parrish,0393011836,Cooking,100,100,2002
The Annotated Huckleberry Finn,Mark Twain,0393020398,Fiction,100,100,2001
The Confident Child,T. E. Apter,0393040585,Family & Relationships,100,100,1997
The Complete Plays,Anton Pavlovich Chekhov,0393048853,Drama,100,100,2006
Will in the World,Stephen Greenblatt;Stephen Jay Greenblatt,0393050572,Biography & Autobiography,100,100,2004
The Annotated Christmas Carol,Charles Dickens,0393051587,Fiction,100,100,2004
Trainspotting,Irvine Welsh,0393057240,Fiction,100,100,2002
Redemption,Steven G. Kellman,0393057798,Biography & Autobiography,100,100,2005
The Novels,"Arthur Conan Doyle (Schriftsteller, Grossbritannien)",039305800X,"Detective and mystery stories, English",100,100,2005
"Power, Faith, and Fantasy",Michael B. Oren,0393058263,History,100,100,2007
Six Frigates,Ian W. Toll,0393058476,History,100,100,2006
In Search of Memory,Eric R. Kandel,0393058638,Science,100,100,2006
The New Annotated Sherlock Holmes,Arthur Conan Doyle,0393059162,"Detective and mystery stories, English",100,100,2005
The Annotated Uncle Tom's Cabin,Harriet Beecher Stowe;Professor Harriet Beecher Stowe,0393059464,Fiction,100,100,2007
Civilization and Its Discontents,Sigmund Freud,0393059952,History,100,100,2005
The 9/11 Commission Report,National Commission on Terrorist Attacks upon the United States,0393060411,History,100,100,2004
Coach,Michael M. Lewis,0393060918,Biography & Autobiography,100,100,2005
Will Eisner's New York,Will Eisner,039306106X,Comics & Graphic Novels,100,100,2006
IWoz,Steve Wozniak;Gina Smith,0393061434,Biography & Autobiography,100,100,2006
The Making of the Fittest,Sean B. Carroll,0393061639,Science,100,100,2006
The Richness of Life,Stephen Jay Gould,0393064980,Science,100,100,2007
Anton Chekhov's Short Stories,Anton Pavlovich Chekhov;Ralph E. Matlaw,0393090027,Fiction,100,100,1979
Middlemarch,George Eliot,0393092100,nan,100,100,1966
"Three Plays of Euripides: Alcestis, Medea, The Bacchae",Euripides,0393093123,Drama,100,100,1974
Red and Black,Henri Beyle;Stendhal;Robert Merrihew Adams,0393098214,Fiction,100,100,1969
Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,039330700X,Fiction,100,100,1990
The Panda's Thumb,Stephen Jay Gould,0393308197,Science,100,100,1992
The Book of Embraces,Eduardo Galeano;Cedric Belfrage,0393308553,Fiction,100,100,1992
Maurice,Edward Morgan Forster,0393310329,Fiction,100,100,1993
Hen's Teeth and Horse's Toes,Stephen Jay Gould,0393311031,Nature,100,100,1994
Eight Little Piggies,Stephen Jay Gould,0393311392,Nature,100,100,1994
Black Holes and Time Warps,Kip Thorne;Kip S. Thorne;Stephen Hawking,0393312763,Science,100,100,1994
Girl with Curious Hair,David Foster Wallace,0393313964,Fiction,100,100,1989
The Wanting Seed,Anthony Burgess,0393315088,Fiction,100,100,1963
Uncommon Ground: Rethinking the Human Place in Nature,William Cronon,0393315118,Law,100,100,1996
Marabou Stork Nightmares,Irvine Welsh,0393315630,Fiction,100,100,1997
The Doctor Is Sick,Anthony Burgess,0393316025,Fiction,100,100,1997
"""Surely You're Joking, Mr. Feynman!""",Richard Phillips Feynman;Ralph Leighton,0393316041,Biography & Autobiography,100,100,1985
Reinventing the Enemy's Language,Joy Harjo;Gloria Bird,0393318281,Fiction,100,100,1998
The Hemingway Women,Bernice Kert,0393318354,Biography & Autobiography,100,100,1999
Filth,Irvine Welsh,0393318680,Fiction,100,100,1998
Hemingway,Michael S. Reynolds,0393318796,Biography & Autobiography,100,100,1999
On Becoming a Novelist,John Gardner,0393320030,Language Arts & Disciplines,100,100,1999
"""What Do You Care what Other People Think?""",Richard Phillips Feynman;Ralph Leighton,0393320928,BIOGRAPHY & AUTOBIOGRAPHY,100,100,2001
Blue at the Mizzen (Vol. Book 20) (Aubrey/Maturin Novels),Patrick O'Brian,039332107X,Fiction,100,100,2000
Police Brutality,Jill Nelson,0393321630,Social Science,100,100,2001
Proust's Way: A Field Guide to In Search of Lost Time,Roger Shattuck,0393321800,Literary Criticism,100,100,2001
Strangers on a Train,Patricia Highsmith,0393321983,Fiction,100,100,2001
When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,0393322106,Biography & Autobiography,100,100,2001
The Feminine Mystique,Betty Friedan,0393322572,Social Science,100,100,2001
The Bush Dyslexicon,Mark Crispin Miller,0393322963,Biography & Autobiography,100,100,2002
Next: The Future Just Happened,Michael Lewis,0393323528,Business & Economics,100,100,2002
The Sisters: The Saga of the Mitford Family,Mary S. Lovell,0393324141,Biography & Autobiography,100,100,2003
Fanny,Erica Jong,0393324354,Fiction,100,100,2003
The Future of Spacetime,Stephen W. Hawking;Kip S. Thorne;Igor D. Novikov;Timothy Ferris;Alan Lightman,039332446X,Science,100,100,2003
Moneyball: The Art of Winning an Unfair Game,Michael Lewis,0393324818,Business & Economics,100,100,2003
Naked Economics: Undressing the Dismal Science,Charles Wheelan,0393324869,Business & Economics,100,100,2003
The Bacchae of Euripides,Wole Soyinka,0393325830,Drama,100,100,1974
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States (Authorized Edition),National Commission on Terrorist Attacks;National Commission on Terrorist Attacks upon the United States;United States. National Commission on Terrorist Attacks upon the United States;Govt. Commission Usa;Stany Zjednoczone. National Commission on Terrorist Attacks upon the United States;NORTON & CO.;Stati Uniti d' America. National commission on terrorist attacks upon the United States;USA National Commission on Terrorist Attacks Upon the United States,0393326713,History,100,100,2004
Korea's Place in the Sun: A Modern History (Updated),Bruce Cumings,0393327027,History,100,100,2005
Country of Origin: A Novel,Don Lee,039332706X,Fiction,100,100,2005
Fight Club: A Novel,Chuck Palahniuk,0393327345,Fiction,100,100,2005
"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,0393327655,Philosophy,100,100,2005
The History of Love: A Novel,Nicole Krauss,0393328627,Fiction,100,100,2006
Spook: Science Tackles the Afterlife,Mary Roach,0393329127,Language Arts & Disciplines,100,100,2006
Identity and Violence: The Illusion of Destiny (Issues of Our Time),Amartya Sen,0393329291,Philosophy,100,100,2007
Another Bullshit Night in Suck City: A Memoir,Nick Flynn,0393329402,Biography & Autobiography,100,100,2005
The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,Babette Rothschild,0393703274,Health & Fitness,100,100,2000
Living on the Razor's Edge,Matthew D. Selekman,0393703355,Psychology,100,100,2002
Paradise Lost,John Milton,0393924289,Literary Criticism,100,100,2005
Anton Chekhov's Selected Plays,Anton Pavlovich Chekhov,0393924653,Drama,100,100,2005
Keats's Poetry and Prose,John Keats,0393924912,Poetry,100,100,2009
A History of Modern Europe,John M. Merriman,0393924955,History,100,100,2004
The Norton Anthology of Western Literature: Beginnings through the Renaissance,Sarah N. Lawall,0393925722,Literary Criticism,100,100,2005
The Norton Anthology of Short Fiction,Ronald Verlin Cassill;Richard Bausch,0393926117,Fiction,100,100,2006
The Norton Anthology of English Literature,Stephen Greenblatt,0393927202,Literary Collections,100,100,2006
Born in Blood and Fire,John Charles Chasteen,0393927695,History,100,100,2006
The Norton Anthology of Literature by Women,Sandra M. Gilbert;Susan Gubar,0393930130,Literary Criticism,100,100,2007
The Scarlet Letter,Nathaniel Hawthorne;Seymour Lee Gross,0393956539,Adultery,100,100,1988
The Turn of the Screw,Henry James;Deborah Esch;Jonathan Warren,039395904X,Fiction,100,100,1999
"Walden ; And, Resistance to Civil Government",Henry David Thoreau,0393959058,Literary Collections,100,100,1992
The Awakening,Kate Chopin;Margo Culley,0393960579,Fiction,100,100,1994
Paradise Lost,John Milton;Scott Elledge,0393962938,Bible,100,100,1993
"The Foundations of Early Modern Europe, 1460-1559",Eugene F. Rice;Anthony Grafton,0393963047,History,100,100,1994
Robinson Crusoe,Daniel Defoe;Michael Shinagel,0393964523,Fiction,100,100,1994
Frankenstein,Mary Wollstonecraft Shelley;J. Paul Hunter,0393964582,Fiction,100,100,1996
Dracula,Bram Stoker,0393970124,Fiction,100,100,1997
The Norton Anthology of Theory and Criticism,Vincent B. Leitch,0393974294,Literary Criticism,100,100,2001
Sense and Sensibility,Jane Austen,039397751X,Fiction,100,100,2002
George Bernard Shaw's Plays,Bernard Shaw,0393977536,Drama,100,100,2002
Death and the King's Horseman,Wole Soyinka;Simon Gikandi,0393977617,Drama,100,100,2003
The Tempest,William Shakespeare;Peter Hulme;William Howard Sherman,0393978192,Drama,100,100,2004
Wuthering Heights,Emily Bronte;Emily Brontë,0393978893,Fiction,100,100,2003
Passing,Nella Larsen;Carla Kaplan,0393979164,Fiction,100,100,2007
1 Henry IV,William Shakespeare,0393979318,Drama,100,100,2003
The Scarlet Letter And Other Writings,Nathaniel Hawthorne,0393979539,Fiction,100,100,2005
A Tear and a Smile,Kahlil Gibran,0394448049,Philosophy,100,100,1950
The Castle in the Forest,Norman Mailer,0394536495,Fiction,100,100,2007
Maus,Art Spiegelman,0394541553,Children of Holocaust survivors,100,100,1991
Race of Scorpions,Dorothy Dunnett,039457107X,Fiction,100,100,1990
Essentials of Classic Italian Cooking,Marcella Hazan,039458404X,Cooking,100,100,1992
"Bernard Shaw's Saint Joan, Major Barbara, Androcles and the Lion",Bernard Shaw,0394604806,Drama,100,100,1979
Ulysses,James Joyce,0394700139,nan,100,100,1958
Hawthorne's Short Stories,Nathaniel Hawthorne,0394700155,Fiction,100,100,1946
"Three Famous Short Novels: short novels, Spotted Horses, Old Man, The Bear",William Faulkner,0394701496,American fiction,100,100,1963
The Will to Power,Friedrich Wilhelm Nietzsche;Walter Arnold Kaufmann;R. J. Hollingdale,0394704371,Philosophy,100,100,1968
The Occult,Colin Wilson,0394718135,"Body, Mind & Spirit",100,100,1973
The Dot and the Line,Norton Juster,0394733525,Humor,100,100,1991
